1110559228192,821,0,I dunnoo,0,0,
1110559228201,821,0,peanut butter,0,0,
1110559228201,821,1,bread,0,0,
1110559228201,821,2,jelly,0,0,
1110559228205,821,0,A,1,4,
1110559228205,821,1,A,-1,0,
1110559228205,821,2,A,-1,0,
1110559228205,821,3,A,-1,0,
1110559228208,821,0,9,-1,0,
1110559228214,821,0,0,-1,0,
1110559228216,821,0,B,-1,0,
1110559228216,821,1,C,-1,0,
1110559228216,821,2,A,1,5,
1110577401870,822,0,Bacteria,1,5,
1110577401874,822,0,Mold,1,5,
1110577401878,822,0,Acidic,1,5,
1110577401880,822,0,Pathogens,1,5,
1110577401882,822,0,Parasite,1,5,
1110577401885,822,0,intoxification,1,5,
1110577401888,822,0,fungi,1,5,
1110577401891,822,0,spores,1,5,
1110577401893,822,0,virus,1,5,
1110577401895,822,0,moisture,1,5,
1110577401898,822,0,Toxins,1,5,
1110577401901,822,0,Yeast,1,5,
1110577401904,822,0,oxygen,1,5,
1110577401906,822,0,microorganizms,1,5,
1110577401908,822,0,wateractivity,1,5,
1110577401912,822,0,netural,1,5,
1110577401914,822,0,intoxification,-1,0,
1110577401917,822,0,host,-1,0,
1110579218835,823,0,1,1,5,
1110579218838,823,0,1,1,5,
1110579218840,823,0,1,-1,0,
1110579218841,823,0,1,1,5,
1110579218842,823,0,1,-1,0,
1110579218844,823,0,1,1,5,
1110579218846,823,0,1,-1,0,
1110579218848,823,0,1,1,5,
1110579218849,823,0,1,-1,0,
1110579218850,823,0,1,1,5,
1110579218851,823,0,0,-1,0,
1110579218853,823,0,1,-1,0,
1110579218855,823,0,1,1,5,
1110579218857,823,0,1,-1,0,
1110579218858,823,0,1,-1,0,
1110579218859,823,0,1,-1,0,
1110579218861,823,0,1,1,5,
1110579218863,823,0,1,-1,0,
1110579218866,823,0,Call the corporate receptionist,-1,0,
1110579218867,823,0,Improve individual performance,1,5,
1110579218869,823,0,Sell two more beverages each shift,1,5,
1110579218872,823,0,Assesment,-1,0,
1110579218874,823,0,Generalize,-1,0,
1110579218875,823,0,One transaction at a time,-1,0,
1110579218877,823,0,Bill should feel worn,1,5,
1110579218880,823,0,Job descriptions,-1,0,
1110579218882,823,0,sdf,0,0,
1110579218884,823,0,asdf,0,0,
1110579218885,823,0,asdf,0,0,
1110579218886,823,0,azsfd,0,0,
1110579218889,823,0,asdf,0,0,
1110579218890,823,0,asdf,0,0,
1110579218892,823,0,asdf,0,0,
1110579218893,823,0,asdf,0,0,
1110579218894,823,0,asdf,0,0,
1110579218898,823,0,asdf,0,0,
1110579218898,823,1,asdf,0,0,
1110579218898,823,2,asdf,0,0,
1110579218901,823,0,asdf,0,0,
1110579218901,823,1,asdf,0,0,
1110579218901,823,2,asdf,0,0,
1110579218901,823,3,asdf,0,0,
1110579218902,823,0,asdf,0,0,
1110579218902,823,1,asdf,0,0,
1110579218904,823,0,qadfas,0,0,
1110579218904,823,1,sdf,0,0,
1110579218904,823,2,klj,0,0,
1110579218904,823,3,;lkj,0,0,
1110579218906,823,0,;lkj;,0,0,
1110579218906,823,1,lkj;l,0,0,
1110579218910,823,0,B,-1,0,
1110579218910,823,1,B,-1,0,
1110579218910,823,2,B,1,5,
1110579218910,823,3,B,-1,0,
1110579218910,823,4,B,1,5,
1110579218910,823,5,B,1,5,
1110579218910,823,6,B,-1,0,
1110579218910,823,7,B,1,5,
1110579465084,824,0,1,1,5,
1110579465087,824,0,1,-1,0,
1110579465088,824,0,1,1,5,
1110579465090,824,0,1,1,5,
1110579465091,824,0,1,1,5,
1110579465092,824,0,1,-1,0,
1110579465093,824,0,1,1,5,
1110579465096,824,0,1,-1,0,
1110579465097,824,0,1,-1,0,
1110579465099,824,0,1,1,5,
1110579465100,824,0,1,1,5,
1110579465101,824,0,1,-1,0,
1110579465104,824,0,1,1,5,
1110579465105,824,0,1,1,5,
1110579465108,824,0,Server PPE,-1,0,
1110579465112,824,0,Credit card vouchers,-1,0,
1110579465113,824,0,Employee meal,1,5,
1110579465115,824,0,616,1,5,
1110579465117,824,0,Type CM before the invoice number,-1,0,
1110579465118,824,0,Employees should never see company reports,-1,0,
1110579465122,824,0,a,1,5,
1110579465122,824,1,a,1,5,
1110579465123,824,0,a,1,5,
1110579465123,824,1,a,1,5,
1110579465125,824,0,a,1,5,
1110579465125,824,1,a,1,5,
1110579465126,824,0,a,1,5,
1110579465129,824,0,a,1,10,
1110579465130,824,0,a,1,5,
1110579465132,824,0,a,1,5,
1110579465138,824,0,A,-1,0,
1110579465138,824,1,A,-1,0,
1110579465138,824,2,A,-1,0,
1110579465138,824,3,A,-1,0,
1110579465138,824,4,A,-1,0,
1110579465138,824,5,A,-1,0,
1110579465138,824,6,A,-1,0,
1110579465138,824,7,A,-1,0,
1110579465138,824,8,A,-1,0,
1110579465138,824,9,A,-1,0,
1110579465138,824,10,A,-1,0,
1110579465138,824,11,A,1,5,
1110579465140,824,0,a,1,5,
1110579465142,824,0,a,1,10,
1110579465143,824,0,a,1,10,
1110579465146,824,0,a,1,10,
1110579465150,824,0,A,-1,0,
1110579465150,824,1,A,-1,0,
1110579465150,824,2,A,1,5,
1110579465150,824,3,A,-1,0,
1110579465150,824,4,A,1,5,
1110579465150,824,5,A,-1,0,
1110579465150,824,6,A,1,5,
1110579465150,824,7,A,1,5,
1110577401917,825,0,host,0,0,
1110577401914,825,0,intoxication,0,0,
1110577401912,825,0,neutral,0,0,
1110577401908,825,0,water activity,0,0,
1110577401906,825,0,microorganisms,0,0,
1110577401904,825,0,oxygen,0,0,
1110577401901,825,0,yeast,0,0,
1110577401898,825,0,toxins,0,0,
1110577401895,825,0,fat tom,0,0,
1110577401893,825,0,virus,0,0,
1110577401891,825,0,spores,0,0,
1110577401888,825,0,fungi,0,0,
1110577401885,825,0,infection,0,0,
1110577401882,825,0,parasite,0,0,
1110577401880,825,0,pathogens,0,0,
1110577401878,825,0,acidic,0,0,
1110577401874,825,0,mold,0,0,
1110577401870,825,0,bacteria,0,0,
1110577401870,826,0,bacteria,0,0,
1110577401874,826,0,mold,0,0,
1110577401878,826,0,acidic,0,0,
1110577401880,826,0,pathogens,0,0,
1110577401882,826,0,parasite,0,0,
1110577401885,826,0,infection,0,0,
1110577401888,826,0,fungi,0,0,
1110577401891,826,0,spores,0,0,
1110577401893,826,0,virus,0,0,
1110577401895,826,0,tomfat,0,0,
1110577401898,826,0,toxins,0,0,
1110577401901,826,0,yeast,0,0,
1110577401904,826,0,oxygen,0,0,
1110577401906,826,0,microorganism,0,0,
1110577401908,826,0,water activity,0,0,
1110577401912,826,0,neutral,0,0,
1110577401914,826,0,intoxication,0,0,
1110577401917,826,0,host,0,0,
30011,827,0,changes in blood pressure and pulse rate.,1,5,
30012,827,0,Obtaining shellfish from approved sources,1,5,
3003,827,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
3004,827,0,a live pathogen.,1,5,
3005,827,0,high acidity.,1,5,
3006,827,0,Improperly frozen sashimi,1,5,
3007,827,0,It grows well in sweet, acidic food with low  water activity.,-1,0,
3008,827,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3009,827,0,<i>Listeria monocytogenes</i>,1,5,
30010,827,0,<i>Bacillus cereus</i>,1,5,
30010,828,0,<i>Bacillus cereus</i>,1,5,
3009,828,0,<i>Listeria monocytogenes</i>,1,5,
3008,828,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3007,828,0,It grows well in sweet, acidic food with low  water activity.,-1,0,
3006,828,0,Improperly frozen sashimi,1,5,
3005,828,0,high acidity.,1,5,
3004,828,0,a live pathogen.,1,5,
3003,828,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
30012,828,0,Obtaining shellfish from approved sources,1,5,
30011,828,0,a tingling or tickling sensation in the throat.,-1,0,
1110577401870,829,0,bacteria,0,0,
1110577401891,829,0,spores,0,0,
1110577401888,829,0,fungi,0,0,
1110577401885,829,0,infection,0,0,
1110577401882,829,0,parasite,0,0,
1110577401880,829,0,pathogens,0,0,
1110577401878,829,0,acidic,0,0,
1110577401874,829,0,mold,0,0,
1110577401917,829,0,host,0,0,
1110577401914,829,0,intoxication,0,0,
1110577401912,829,0,neutral,0,0,
1110577401908,829,0,water activity,0,0,
1110577401906,829,0,microorganism,0,0,
1110577401904,829,0,oxygen,0,0,
1110577401901,829,0,yeast,0,0,
1110577401898,829,0,toxins,0,0,
1110577401895,829,0,fattom,0,0,
1110577401893,829,0,virus,0,0,
3203,830,0,Their immune systems are likely to be weaker than those of younger people.,1,5,
3204,830,0,Cooked rice,1,5,
3205,830,0,They are dry.,1,5,
3206,830,0,methods for dealing with customers' complaints.,1,5,
3207,830,0,2,1,5,
3208,830,0,meet the needs of your learners.,1,5,
30011,831,0,changes in blood pressure and pulse rate.,1,5,
30012,831,0,Obtaining shellfish from approved sources,1,5,
3003,831,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
3004,831,0,a live pathogen.,1,5,
3005,831,0,high acidity.,1,5,
3006,831,0,Improperly frozen sashimi,1,5,
3007,831,0,Freezing temperatures prevent or slow its growth, but do not destroy it.,-1,0,
3008,831,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3009,831,0,<i>Listeria monocytogenes</i>,1,5,
30010,831,0,<i>Bacillus cereus</i>,1,5,
30010,832,0,<i>Bacillus cereus</i>,1,5,
3009,832,0,<i>Listeria monocytogenes</i>,1,5,
3008,832,0,Symptons of intoxication often appear days after exposure.,-1,0,
3007,832,0,It needs a host to survive.,1,5,
3006,832,0,Improperly frozen sashimi,1,5,
3005,832,0,high acidity.,1,5,
3004,832,0,a live pathogen.,1,5,
3003,832,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
30012,832,0,Obtaining shellfish from approved sources,1,5,
30011,832,0,changes in blood pressure and pulse rate.,1,5,
30011,833,0,changes in blood pressure and pulse rate.,1,5,
30012,833,0,Obtaining shellfish from approved sources,1,5,
3003,833,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
3004,833,0,a live pathogen.,1,5,
3005,833,0,high acidity.,1,5,
3006,833,0,Improperly frozen sashimi,1,5,
3007,833,0,It needs a host to survive.,1,5,
3008,833,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3009,833,0,<i>Listeria monocytogenes</i>,1,5,
30010,833,0,<i>Bacillus cereus</i>,1,5,
1110577401870,834,0,bacteria,0,0,
1110577401874,834,0,mold,0,0,
1110577401878,834,0,acidic,0,0,
1110577401880,834,0,pathogens,0,0,
1110577401882,834,0,parasite,0,0,
1110577401885,834,0,infection,0,0,
1110577401888,834,0,fungi,0,0,
1110577401891,834,0,spores,0,0,
1110577401893,834,0,virus,0,0,
1110577401895,834,0,fat tom,0,0,
1110577401898,834,0,toxins,0,0,
1110577401901,834,0,yeast,0,0,
1110577401904,834,0,oxygen,0,0,
1110577401906,834,0,microorganisms,0,0,
1110577401908,834,0,water activity,0,0,
1110577401912,834,0,neutral,0,0,
1110577401914,834,0,intoxication,0,0,
1110577401917,834,0,host,0,0,
1110577401917,835,0,host,0,0,
1110577401914,835,0,intoxication,0,0,
1110577401912,835,0,neutral,0,0,
1110577401908,835,0,water activity,0,0,
1110577401906,835,0,microorganisms,0,0,
1110577401904,835,0,oxygen,0,0,
1110577401901,835,0,yeast,0,0,
1110577401898,835,0,toxins,0,0,
1110577401895,835,0,fat tom,0,0,
1110577401893,835,0,virus,0,0,
1110577401891,835,0,spores,0,0,
1110577401888,835,0,fungi,0,0,
1110577401885,835,0,infection,0,0,
1110577401882,835,0,parasite,0,0,
1110577401880,835,0,pathogens,0,0,
1110577401878,835,0,acidic,0,0,
1110577401874,835,0,mold,0,0,
1110577401870,835,0,bacteria,0,0,
30012,836,0,Obtaining shellfish from approved sources,1,5,
30011,836,0,changes in blood pressure and pulse rate.,1,5,
30010,836,0,<i>Bacillus cereus</i>,1,5,
3009,836,0,<i>Listeria monocytogenes</i>,1,5,
3008,836,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3007,836,0,It grows well in sweet, acidic food with low  water activity.,-1,0,
3006,836,0,Improperly cooked eggs,-1,0,
3005,836,0,a protein or carbohydrate food source.,-1,0,
3004,836,0,a live pathogen.,1,5,
3003,836,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
3003,837,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
3004,837,0,a live pathogen.,1,5,
3005,837,0,high acidity.,1,5,
3006,837,0,Improperly frozen sashimi,1,5,
3007,837,0,It needs a host to survive.,1,5,
3008,837,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3009,837,0,<i>Listeria monocytogenes</i>,1,5,
30010,837,0,<i>Bacillus cereus</i>,1,5,
30011,837,0,changes in blood pressure and pulse rate.,1,5,
30012,837,0,Obtaining shellfish from approved sources,1,5,
1110577401870,838,0,bacteria,0,0,
1110577401874,838,0,mold,0,0,
1110577401878,838,0,acidic,0,0,
1110577401880,838,0,pathogens,0,0,
1110577401882,838,0,parasites,0,0,
1110577401885,838,0,infection,0,0,
1110577401888,838,0,fungus,0,0,
1110577401891,838,0,spores,0,0,
1110577401893,838,0,virus,0,0,
1110577401895,838,0,fattom,0,0,
1110577401898,838,0,toxins,0,0,
1110577401901,838,0,yeast,0,0,
1110577401904,838,0,oxygen,0,0,
1110577401906,838,0,microorganisms,0,0,
1110577401908,838,0,wateractivity,0,0,
1110577401912,838,0,neutral,0,0,
1110577401914,838,0,intoxication,0,0,
1110577401917,838,0,host,0,0,
30012,839,0,Obtaining shellfish from approved sources,1,5,
30011,839,0,changes in blood pressure and pulse rate.,1,5,
30010,839,0,<i>Bacillus cereus</i>,1,5,
3009,839,0,<i>Listeria monocytogenes</i>,1,5,
3008,839,0,Symptons of intoxication appear quickly, within a few hours.,1,5,
3007,839,0,It needs a host to survive.,1,5,
3006,839,0,Improperly frozen sashimi,1,5,
3005,839,0,high acidity.,1,5,
3004,839,0,a plant toxin.,-1,0,
3003,839,0,41&deg;F and 135&deg;F (5&deg;C and 57&deg;C),1,5,
